"mean";"2.5%";"25%";"50%";"75%";"97.5%";"Rhat";"mcse";"5%";"95%"
"b[(Intercept) Tree:2]";-4.10921511896651;-8.37967383605543;-5.45310358199913;-4.0237813801443;-2.690164755462;-0.187415014710046;1.00132246544072;0.0654400970233733;-7.64441602868418;-0.830037254398799
"b[as.factor(treatment.adj)2_14/26 Tree:2]";-0.440059917171044;-3.95046768503353;-1.3343028935868;-0.312802906854524;0.498727185599793;2.57441613091869;1.00011771913703;0.0365933419303153;-3.18951346355666;2.00270700646696
"b[as.factor(treatment.adj)3_14/26d Tree:2]";-0.514397981442755;-3.97143344790146;-1.54633535849852;-0.46752867182124;0.513463240302751;2.91956373439328;1.002274611248;0.0369144482286245;-3.27890112249208;2.20150735268699
"b[as.factor(treatment.adj)4_26/14 Tree:2]";-1.86969485943928;-6.6446362670544;-3.34103781782202;-1.79774207121111;-0.354069313774263;2.48041813051744;1.00002525513602;0.0469465326093522;-5.72106449130171;1.74813873270448
"b[as.factor(treatment.adj)5_14/22 Tree:2]";2.2901179816997;-3.20691792189766;0.461030191067109;2.30003210565286;4.08464365752042;7.82504116907632;1.00126486473177;0.0582702505652151;-2.20381791297423;6.79228582495127
"b[as.factor(treatment.adj)6_10/26 Tree:2]";-0.640157437415625;-5.88900214864404;-2.3255824586589;-0.614696347878094;1.07477042898908;4.34943974247456;1.00030344532616;0.0619769238096683;-5.08933261360595;3.61283599332225
"b[(Intercept) Tree:3]";-3.67806929669417;-7.92877613522011;-4.9737257524729;-3.65253337484131;-2.34122306589534;0.371557117954467;1.00068596232768;0.0661806004186406;-7.15796997763983;-0.325065841152267
"b[as.factor(treatment.adj)2_14/26 Tree:3]";-0.979902110800649;-4.84325283290382;-1.91693063329262;-0.803305576504241;0.0964526214456781;1.98536963818148;0.999820222973767;0.0370471863241277;-3.95711673028731;1.41272621446147
"b[as.factor(treatment.adj)3_14/26d Tree:3]";-0.646430979030286;-4.43455546713828;-1.72262840652577;-0.568250649428193;0.46137292518549;2.78953237433236;1.00158127227178;0.0405255605723395;-3.666474268915;2.17051136328587
"b[as.factor(treatment.adj)4_26/14 Tree:3]";2.44853693857492;-1.66533510241871;0.894105062244749;2.33069044713148;3.91313933645164;6.98371521296533;0.999820103281543;0.0457007944957425;-0.987261921805861;6.29548254136341
"b[as.factor(treatment.adj)5_14/22 Tree:3]";-2.6017387793649;-8.14401602264777;-4.37267481784521;-2.56662723384632;-0.789398607994233;2.5184062712278;1.00009605209408;0.0532748025540323;-7.19105190051996;1.7903500738768
"b[as.factor(treatment.adj)6_10/26 Tree:3]";2.36642080765788;-2.34627426263286;0.679822038172006;2.34463198379065;3.93986877564341;7.43235938948451;1.00073764602234;0.05657505885334;-1.6023211654715;6.61555526558849
"b[(Intercept) Tree:4]";-4.43353872438809;-9.11517842788605;-5.88469305982302;-4.3538585638989;-2.91775160039884;-0.0902178923025668;1.00400318097676;0.0732112204841897;-8.30384304244439;-0.791269033287405
"b[as.factor(treatment.adj)2_14/26 Tree:4]";0.274569408887009;-2.9858426035475;-0.746988856704634;0.128787884597926;1.22323560258344;3.95337059474424;1.00646459262593;0.0505784970825639;-2.35604553758374;3.25538641811531
"b[as.factor(treatment.adj)3_14/26d Tree:4]";1.13933542580377;-2.41773261399357;-0.23676440217321;0.890526016810089;2.34667728846099;5.82922504377362;1.00722095432507;0.0619791228122815;-1.81977559379522;4.89735546094116
"b[as.factor(treatment.adj)4_26/14 Tree:4]";-3.61985943883898;-8.98433726190398;-5.21959713574534;-3.4876986879368;-1.85031093352001;1.03716885312651;1.00358087673383;0.0697560376744125;-7.93950534351321;0.34647842334625
"b[as.factor(treatment.adj)5_14/22 Tree:4]";-0.806324869918166;-6.7211392648985;-2.81085413772388;-0.716603648171405;1.15227193978116;5.06117146199356;1.00377440956187;0.0663804805178022;-5.74329969117483;3.98881539628198
"b[as.factor(treatment.adj)6_10/26 Tree:4]";4.41579863156305;-0.800282016662887;2.37724026189447;4.31062627406177;6.23743137307139;10.2934400362288;1.00482503674237;0.0839512707210599;0.0330850646190966;9.26434482578264
"b[(Intercept) Tree:5]";7.52794148865884;2.98360161720582;5.92279560819735;7.46209213895391;9.08683433612456;12.3727710906378;1.00064871416911;0.0748867485104776;3.70294098211161;11.6083058681585
"b[as.factor(treatment.adj)2_14/26 Tree:5]";1.60481485671279;-3.27720948687431;-0.183058913805296;1.40991975049092;3.24457397352079;7.29883938921783;1.00210985357191;0.0853603020372801;-2.43494868565733;6.36392675423825
"b[as.factor(treatment.adj)3_14/26d Tree:5]";1.06939672947502;-3.23571302747875;-0.388294526157702;1.08430202971583;2.54233007012343;5.44694638950528;1.00649519678571;0.0623211345174433;-2.55870707646345;4.75064975932059
"b[as.factor(treatment.adj)4_26/14 Tree:5]";-2.67137634821863;-8.36081236998561;-4.46056355647795;-2.48797192807077;-0.80178872412614;2.4457479196247;1.00258151409937;0.0699927288328719;-7.39226796972115;1.74978895080773
"b[as.factor(treatment.adj)5_14/22 Tree:5]";-17.2348130979722;-23.4413053166999;-19.3630511480934;-17.11455813524;-15.0786322940137;-11.4905309997634;1.00198170760402;0.0745811212047705;-22.4740698568359;-12.3589463435163
"b[as.factor(treatment.adj)6_10/26 Tree:5]";-0.235546438853343;-6.56436031407007;-2.23063226221217;-0.211676426005619;1.79660303743239;5.86326279132596;1.0003745773871;0.0714519698438649;-5.57490207771461;4.96998550834489
"b[(Intercept) Tree:6]";-2.00631318187655;-6.67906219567584;-3.56705937436652;-1.95389732677084;-0.506031286659352;2.60648469337661;1.00279730023297;0.0771716678625601;-5.83303106796322;1.88899949744609
"b[as.factor(treatment.adj)2_14/26 Tree:6]";-1.99926171137643;-7.20192579359628;-3.23142726215022;-1.58121298421218;-0.386441567215798;1.20704475777295;1.0005391141704;0.0637755337326334;-6.25348900715837;0.756633717761616
"b[as.factor(treatment.adj)3_14/26d Tree:6]";-2.01762712504531;-6.85143461628036;-3.32292855459676;-1.75993813670257;-0.483673127690847;1.58348262025896;1.00151699231639;0.0629071061005029;-5.99851996462418;1.01234150057382
"b[as.factor(treatment.adj)4_26/14 Tree:6]";4.56175878649793;-0.314696340674899;2.58145547839644;4.35663035627062;6.31419252106875;10.500116063422;1.00056627607102;0.067346865478723;0.382044117061389;9.38387813253627
"b[as.factor(treatment.adj)5_14/22 Tree:6]";1.74393257501848;-4.6646482257824;-0.360251000748982;1.7007504678411;3.82296356647612;7.92779042210362;1.00081883263523;0.0641838468879226;-3.3938644685273;7.00011442315725
"b[as.factor(treatment.adj)6_10/26 Tree:6]";-3.64120527457374;-11.2907174787123;-5.78713837724747;-3.38533859587961;-1.29064875115798;2.54434518565805;1.002290698181;0.0925911263238061;-9.80675005704209;1.59049766862188
"b[(Intercept) Tree:7]";6.92388505232331;2.65507701487009;5.44116095273525;6.93255648184369;8.342473069379;11.3872260500347;1.00050651509177;0.0638583611707166;3.33070844507226;10.5231457205597
"b[as.factor(treatment.adj)2_14/26 Tree:7]";0.157952605317283;-3.77714132105462;-1.02460237088445;0.124048593660407;1.32332639719341;4.25020167108136;1.00154864065555;0.0435076413300371;-3.00764043811904;3.5510876751082
"b[as.factor(treatment.adj)3_14/26d Tree:7]";1.61836989348277;-2.07164932793827;0.191041524168441;1.46847817018219;2.91748728615487;6.04628359612994;1.00050661983626;0.0445348966273937;-1.46545547853954;5.22626178050267
"b[as.factor(treatment.adj)4_26/14 Tree:7]";-2.08736026444086;-8.57406069679401;-4.15439187556839;-1.99477281367042;0.0615829875512626;4.13895874027263;1.00035632591505;0.0570514985540853;-7.51434888659648;3.12285626931101
"b[as.factor(treatment.adj)5_14/22 Tree:7]";1.91408087774135;-4.66912249433899;-0.266947715467665;1.94114577644103;4.13421726039982;8.41329715002907;1.00016951680567;0.0614866295715407;-3.57520869915483;7.33030344402712
"b[as.factor(treatment.adj)6_10/26 Tree:7]";-3.60416897481176;-9.65615466072179;-5.45472315689432;-3.4825126439443;-1.56700369621545;2.00682465149516;1.00051457003355;0.06509585640971;-8.72631953137539;0.859406563053269
"b[(Intercept) Tree:8]";-0.89618598196999;-5.15918171357995;-2.25873933960738;-0.811544138741269;0.469564855593432;2.99963688255828;1.00130187676126;0.0692168103518015;-4.32316115394026;2.36246128190438
"b[as.factor(treatment.adj)2_14/26 Tree:8]";-0.23694914514998;-3.85194800873264;-1.22848582614331;-0.206845078350209;0.759319980798033;3.18501165312572;0.99980540787554;0.0465258469492159;-3.1217421513767;2.48093520137294
"b[as.factor(treatment.adj)3_14/26d Tree:8]";0.581043947072125;-2.75902219416405;-0.505778309835899;0.493977658607652;1.61401861230734;4.23961762027119;1.00017139620639;0.0433345329200551;-2.13909049154431;3.50366084194149
"b[as.factor(treatment.adj)4_26/14 Tree:8]";0.882975270372558;-3.79953058135617;-0.6424438196916;0.790835280283556;2.41020733481133;5.80786279868293;1.00060237704394;0.0480536880611865;-2.93274033682744;4.88090987616286
"b[as.factor(treatment.adj)5_14/22 Tree:8]";7.4362194896712;2.06197971604344;5.46012120724339;7.42679590148635;9.25022936962819;13.410099551493;1.00041210291406;0.0595333404863272;2.88385562175475;12.3490705789804
"b[as.factor(treatment.adj)6_10/26 Tree:8]";1.05140416999702;-3.52862846756975;-0.552359407918902;1.01716864638885;2.60588493069005;6.06757162862615;0.999837243166349;0.0565087322682829;-2.7739866379687;5.10522582695985
"b[(Intercept) Tree:9]";4.78362493886476;0.549614077703812;3.35241209758347;4.74127655261648;6.19596627226519;9.23345377870102;0.999938517676251;0.0649946602586597;1.23901714438742;8.50839053267675
"b[as.factor(treatment.adj)2_14/26 Tree:9]";2.11036389702535;-1.07908631576815;0.553131530734925;1.75722282171295;3.42127295915465;6.87852764759057;1.00038976851277;0.0513858180205268;-0.652838244842778;6.0219013028809
"b[as.factor(treatment.adj)3_14/26d Tree:9]";-0.337697274849747;-4.37019619607934;-1.48820968527769;-0.213627646834161;0.932189692245677;3.235078972394;0.999881078603426;0.0417590817558426;-3.67639329860302;2.64999911437722
"b[as.factor(treatment.adj)4_26/14 Tree:9]";-1.25046179536764;-6.04599609460987;-2.79010788620588;-1.26427558841682;0.305746959150956;3.48777784486033;1.00074375458535;0.0476957364218258;-5.22341510235154;2.59931095164282
"b[as.factor(treatment.adj)5_14/22 Tree:9]";0.803942907682258;-4.81090143485931;-1.04420029860997;0.724557992825429;2.67453439763577;6.5321072583679;0.999824819298982;0.0568654303840614;-3.85955777806342;5.549339860188
"b[as.factor(treatment.adj)6_10/26 Tree:9]";-1.11648596796096;-6.98321683534851;-2.84595819146205;-1.06187617822289;0.618784349384586;4.42157935737032;0.999447708446287;0.0583298904218432;-5.63756136717015;3.43094519122426
"b[(Intercept) Tree:10]";-3.37033669497778;-7.7741313757836;-4.72655068962543;-3.31862129018756;-1.95769011608719;0.737821201535868;1.00060884510451;0.0684877102289856;-6.88785384130278;-0.00577399902393787
"b[as.factor(treatment.adj)2_14/26 Tree:10]";-0.261509875542315;-3.73386993596637;-1.13059835931057;-0.184320648942864;0.626589386568988;3.13959629424928;0.999769160956388;0.0304424775444604;-2.92233647887224;2.31477962116149
"b[as.factor(treatment.adj)3_14/26d Tree:10]";0.592296292487569;-2.49450528236556;-0.503556848427922;0.46646857056607;1.5681076205912;4.34926841002457;1.00171911512058;0.0356932287756418;-1.95571784455617;3.55081280683635
"b[as.factor(treatment.adj)4_26/14 Tree:10]";0.256945939415271;-4.78834149001917;-1.45261768531392;0.210560045394624;1.85971631836398;5.57733113613617;1.00039774807042;0.049167358252704;-3.80187479617693;4.66480276901845
"b[as.factor(treatment.adj)5_14/22 Tree:10]";2.37980478448817;-3.49845354175585;0.363271069235886;2.39186421710291;4.35239085171368;8.5036245303542;0.99976966923457;0.0582868234625003;-2.64299250964593;7.40063300875912
"b[as.factor(treatment.adj)6_10/26 Tree:10]";3.27315415039493;-1.52369706929538;1.47764137651128;3.13873413684548;4.92381104516527;8.8149887850074;1.00043740553431;0.0629391805598389;-0.854078715321115;7.87895736328219
"sigma";4.86677028131812;4.47448892731147;4.71645785577922;4.86504152221622;5.00664452619776;5.30048213679151;1.00016441598757;0.00351845051476519;4.52716703782315;5.2266705839001
"Sigma[Tree:(Intercept),(Intercept)]";27.7591176184236;10.2042714142643;17.9787245653681;24.5895945418758;33.7419723591779;64.4228273645179;1.00357412918048;0.349777628639923;11.5575138403851;54.4816005224572
"Sigma[Tree:as.factor(treatment.adj)2_14/26,(Intercept)]";2.07472218677584;-6.17527319607667;-0.36036738155258;1.57731613784362;4.25590903461716;11.6439508565325;1.00092209581058;0.0857152738494998;-4.08288106389452;9.72365440516813
"Sigma[Tree:as.factor(treatment.adj)3_14/26d,(Intercept)]";0.791208815604032;-8.20192665992541;-1.43541411956287;0.725269321989134;3.00344066928192;9.79087641127921;1.00180198947773;0.0917922336554289;-5.99015428110008;7.87068397225818
"Sigma[Tree:as.factor(treatment.adj)4_26/14,(Intercept)]";-2.0699635903051;-14.18387643862;-4.57960958159319;-1.4068339710661;0.92282493345286;7.31098958634727;0.999769817596033;0.102871193150673;-11.4539161220528;5.49404680459117
"Sigma[Tree:as.factor(treatment.adj)5_14/22,(Intercept)]";-6.87161901246876;-27.5838502229546;-11.126045226162;-5.64201251301783;-1.33711009606771;6.32951427490767;1.00475373453176;0.26970195229547;-21.8607990763068;4.20760688990356
"Sigma[Tree:as.factor(treatment.adj)6_10/26,(Intercept)]";-10.0216056869163;-33.5610865942963;-15.1701893039604;-8.51422614630499;-3.20125447880789;5.9337006695649;1.0041536373561;0.271919911661437;-28.4122409288576;2.84932753559602
"Sigma[Tree:as.factor(treatment.adj)2_14/26,as.factor(treatment.adj)2_14/26]";6.3487101591541;0.161197329579691;1.7979023888626;4.28698049829078;8.61748980465531;23.9387036268751;1.00094628567812;0.170539098550833;0.333019281048953;19.0525937471693
"Sigma[Tree:as.factor(treatment.adj)3_14/26d,as.factor(treatment.adj)2_14/26]";1.32447185334577;-3.90730775854838;-0.256594756222356;0.40330080556737;2.17183710401773;10.6205895727062;1.0021617640086;0.100829448998748;-2.61035436087145;7.81350585588294
"Sigma[Tree:as.factor(treatment.adj)4_26/14,as.factor(treatment.adj)2_14/26]";-0.820329030124593;-7.63585603441618;-1.81230819729259;-0.384599950091182;0.500396773063706;4.01505053108942;1.00078087688907;0.0691836185792345;-5.72033701056271;2.83306634911573
"Sigma[Tree:as.factor(treatment.adj)5_14/22,as.factor(treatment.adj)2_14/26]";-0.982060384961291;-11.4533593944755;-3.31235238792795;-0.684320302818407;1.3200542902527;8.92400247653198;1.0030739000385;0.159562157009502;-9.05199153201971;6.63679276310667
"Sigma[Tree:as.factor(treatment.adj)6_10/26,as.factor(treatment.adj)2_14/26]";1.98417554133366;-7.35733431456591;-0.877365861774406;0.914211032490204;4.14019691953058;16.3942914318494;1.00265367338792;0.149395923862233;-5.22614161607085;12.5231014101752
"Sigma[Tree:as.factor(treatment.adj)3_14/26d,as.factor(treatment.adj)3_14/26d]";6.87557642712167;0.563120947755839;2.78439565777811;5.30736394185732;9.13861098283314;22.5062395993621;1.00307717052799;0.173245950670475;0.866712682278901;18.4774697926223
"Sigma[Tree:as.factor(treatment.adj)4_26/14,as.factor(treatment.adj)3_14/26d]";-1.4742236197345;-11.0904954809448;-2.85358898361234;-0.622818452450465;0.293407036057785;5.15017991410514;1.00382505316017;0.0997458865055264;-8.3490338658775;3.20622689300092
"Sigma[Tree:as.factor(treatment.adj)5_14/22,as.factor(treatment.adj)3_14/26d]";-0.160520261906726;-9.12103798077678;-2.49686169921477;-0.293027923134367;2.06380752825229;9.81077549524754;1.00243194379213;0.13737733988658;-7.35145034919847;7.49843103544858
"Sigma[Tree:as.factor(treatment.adj)6_10/26,as.factor(treatment.adj)3_14/26d]";3.43423659101488;-6.73516077948969;-0.232134619347767;2.21030930866181;6.30561277489001;18.9413532857813;1.00355103652002;0.210337007057326;-4.71260925505822;15.0463132382129
"Sigma[Tree:as.factor(treatment.adj)4_26/14,as.factor(treatment.adj)4_26/14]";18.8337403243087;3.34929392096272;10.0417835608573;16.1371623895324;24.320400307163;50.1709550371548;1.00251174703167;0.394287660282206;4.77324960903914;42.4231237348538
"Sigma[Tree:as.factor(treatment.adj)5_14/22,as.factor(treatment.adj)4_26/14]";3.79411576639933;-9.51634398227841;-0.661477640999433;2.19672621223045;7.17423642411365;24.1056433858327;1.00924474338208;0.260937156349966;-6.74424645672242;18.9686048689416
"Sigma[Tree:as.factor(treatment.adj)6_10/26,as.factor(treatment.adj)4_26/14]";-1.79494538788596;-18.135709049403;-5.83982936285634;-1.53919900175977;2.44284950988399;13.7635933878749;0.999392561687069;0.171634649544884;-14.5564798592068;10.5179985035721
"Sigma[Tree:as.factor(treatment.adj)5_14/22,as.factor(treatment.adj)5_14/22]";38.0320633069111;16.318383938283;26.549042521304;34.8368809652512;45.3282807506496;80.5185151232215;1.00332690002311;0.498157300507011;18.5219149880221;68.5630472155843
"Sigma[Tree:as.factor(treatment.adj)6_10/26,as.factor(treatment.adj)5_14/22]";-1.63766823704819;-20.7947248672641;-5.99033844243798;-1.39503215343216;3.19904179067223;15.7555857354071;1.00191973920765;0.19400856203486;-15.9046296323183;12.1549140775027
"Sigma[Tree:as.factor(treatment.adj)6_10/26,as.factor(treatment.adj)6_10/26]";25.3917216423508;3.35843576797379;13.4863432673581;22.2226337782911;33.4088265200965;65.3071552603135;1.01074353530956;0.655782961255984;5.01497403342636;55.855876714986
